K,P,e
10584580,100650-02_10584580_0110,1
10584838,135150-17_10584838_0800,1
10584840,135150-17_10584840_0800,1
10584895,124930-21_10584895_2100,1
10584916,123590-01_10584916_0300,1
10584916,123590-06_10584916_0101,1
10584916,123590-08_10584916_0200,1
10584918,123680-01_10584918_0100,1
10584918,123680-03_10584918_0100,1
10584977,123580-01_10584977_0100,1
10585243,123510-02_10585243_1000,1
10585243,123510-05_10585243_1000,1
10585296,111400-03_10585296_4310,1
10585404,111350-17_10585404_6708,1
10585404,111350-18_10585404_6814,1
10585404,111350-14_10585404_6408,1
10585404,111350-16_10585404_6609,1
10585445,111350-14_10585445_6408,1
10585445,111350-17_10585445_6708,1
10585445,111350-18_10585445_6814,1
10585451,111190-03_10585451_0301,1
10585641,111350-14_10585641_6410,1
10585641,111350-16_10585641_6610,1
10585641,111350-17_10585641_6710,1
10585641,111350-18_10585641_6814,1
10585767,111180-09_10585767_0200,1
10585767,111180-12_10585767_0101,1
10585767,111180-12_10585767_0102,1
10585864,111580-07_10585864_0100,1
10585870,100700-10_10585870_0110,1
10585877,100700-60_10585877_0110,1
10585877,100610-10_10585877_0100,1
10586240,134130-05_10586240_1700,1
10586240,134130-41_10586240_1400,1
10586299,124930-54_10586299_5400,1
10586299,124930-54_10586299_5410,1
10586299,124930-70_10586299_7000,1
10586299,124930-70_10586299_7010,1
10586341,111240-12_10586341_0100,1
10586345,111180-09_10586345_0100,1
10586345,111180-12_10586345_0200,1
10586435,134130-01_10586435_1400,1
10586479,111190-01_10586479_0106,1
10586479,111190-01_10586479_0107,1
10586479,111190-01_10586479_0101,1
10586643,100680-10_10586643_0110,1
10586658,123580-02_10586658_0200,1
10586660,100610-10_10586660_0110,1
10586660,100610-10_10586660_0120,1
10586660,100610-10_10586660_0130,1
10586660,100610-10_10586660_0140,1
10586867,111180-09_10586867_0100,1
10587624,151190-01_10587624_0800,1
10587921,151210-06_10587921_0600,1
10587921,151210-06_10587921_0700,1
10588163,134130-08_10588163_1400,1
10588306,111400-02_10588306_4230,1
10588306,111350-18_10588306_6817,1
10588306,111350-17_10588306_6711,1
10588306,111350-14_10588306_6410,1
10588306,111350-13_10588306_6310,1
10588306,111350-16_10588306_6611,1
10588411,110980-01_10588411_0700,1
10588411,110980-01_10588411_0701,1
10588411,110980-01_10588411_0703,1
10588411,110980-01_10588411_0704,1
10588479,111700-09_10588479_0500,1
10588504,151210-06_10587921_0600,1
10588504,151210-06_10587921_0700,1
10588629,151210-06_10587921_0600,1
10588629,151210-06_10587921_0700,1
10588639,111260-02_10588639_0800,1
10588639,111260-11_10588639_0800,1
10588639,111260-11_10588639_0700,1
10588639,111260-02_10588639_0700,1
10588639,111260-01_10588639_0500,1
10588724,123380-03_10588724_0101,1
10588724,123380-03_58477178_0101,1
10588840,111260-01_10588840_0300,1
10588840,111260-10_10588840_0400,1
10588906,111990-01_10588906_0100,1
10588906,111990-01_10588906_0300,1
10588906,111990-02_10588906_0400,1
10588920,123580-01_10588920_0100,1
10589005,134130-05_10589005_1700,1
10589006,134130-05_10589006_1700,1
10589007,134130-05_10589007_1700,1
10589082,111240-06_10589082_0300,1
10589091,123470-31_10589091_0100,1
10589373,100600-01_10589373_0110,1
10589380,123580-01_10589380_0100,1
10589381,123580-01_10589381_0100,1
10589394,123580-02_10589394_0200,1
10589430,124870-08_10589430_0100,1
10589430,124870-08_10589430_0200,1
10589430,124870-08_10589430_0300,1
10589430,124870-08_10589430_0400,1
10589479,111120-07_10589479_0300,1
10589790,111260-01_10589790_0100,1
10589790,111260-11_10589790_0400,1
10590148,100680-10_10590148_0110,1
10590549,123410-15_10590549_0200,1
10590685,111120-07_10590685_0300,1
10590861,134130-35_10590861_1500,1
10591535,124270-01_10591535_0100,1
10591539,124270-01_10591539_0100,1
10591540,124270-01_10591540_0100,1
10591541,124270-01_10591541_0100,1
10591551,124270-01_10591551_0100,1
10591556,124270-01_10591556_0100,1
10591559,124270-02_10591559_0100,1
10591561,124270-01_10591561_0100,1
10591561,124270-01_10591561_0200,1
10591562,124270-01_10591562_0100,1
10591568,124270-01_10591568_0100,1
10591579,124270-01_10591579_0100,1
10591582,124270-01_10591582_0100,1
10591640,124270-01_10591640_0300,1
10591655,111190-01_10591655_0100,1
10591655,111190-01_10591655_0101,1
10591655,111190-01_10591655_0103,1
10591809,123580-02_10591809_0200,1
10591909,111190-03_10591909_0300,1
10592242,123680-12_10592242_1200,1
10592450,123540-12_10006068_0100,1
10592450,124270-01_10592450_0100,1
10592454,124270-01_10592454_0100,1
10592458,124270-01_10592458_0100,1
10592459,124270-01_10592459_0200,1
10592460,124270-01_10592460_0100,1
10592481,124270-01_10592481_0100,1
10592486,124270-01_10592486_0100,1
10592487,124270-01_10592487_0100,1
10592492,124270-02_10592492_0100,1
10592500,124270-01_10592500_0100,1
10592502,124270-01_10592502_0100,1
10592504,124270-01_10592504_0100,1
10592505,124270-01_10592505_0200,1
10592509,124270-01_10592509_0100,1
10592922,100680-10_10592922_0110,1
10592956,111120-07_10592956_0300,1
10592961,111120-07_10592961_0300,1
10593029,111500-02_10593029_0200,1
10593120,135150-10_10593120_0100,1
10593120,135150-12_10593120_0200,1
10593121,135150-07_10593121_0100,1
10593283,151210-02_10593283_0200,1
10593589,111700-11_10593589_0400,1
10593647,123470-31_10593647_0400,1
10593713,162430-09_10593713_0100,1
10594020,111400-03_10594020_4310,1
10594412,140010-01_10209304_0100,1
10594412,140090-01_10553861_0500,1
10594532,124860-02_10594532_0199,1
10594532,124860-02_10594532_0300,1
10594532,124860-02_10594532_9001,1
10594606,123590-05_10594606_0100,1
10594793,123510-03_10594793_1000,1
10594793,123510-03_10594793_2000,1
10594890,123080-06_10594890_0400,1
10594890,123080-12_10594890_0300,1
10594893,123080-15_10594893_0300,1
10594895,123080-08_10594895_0200,1
10594904,123080-08_10594904_0100,1
10595091,123580-01_10595091_0100,1
10595328,100600-01_10595328_0110,1
10595328,100600-01_10595328_0310,1
10595328,100600-01_10595328_9000,1
10595405,123020-24_10595405_0800,1
10595617,134130-02_10595617_1300,1
10595708,100680-10_10595708_0110,1
10596247,134130-05_10596247_1300,1
10596319,135150-02_10596319_0200,1
10596644,100600-01_10596644_0310,1
10596644,100600-01_10596644_0110,1
10596645,111220-03_10596645_0300,1
10596645,111220-07_10596645_0700,1
10596645,111240-06_10596645_0800,1
10596700,136040-15_10596700_0100,1
10596747,100630-10_10596747_0110,1
10596825,111230-06_10596825_0300,1
10596825,111230-06_10596825_0400,1
10596827,111220-07_10596827_0700,1
10596860,111190-03_10596860_0300,1
10596994,135100-21_10596994_0200,1
10596995,135100-21_10596995_0200,1
10597269,100680-10_10597269_0110,1
10597463,123550-11_10597463_1000,1
10597593,123580-01_10597593_0100,1
10597636,100610-70_10597636_0210,1
10597735,110320-03_10597735_0300,1
10597905,111190-01_10597905_0100,1
10597905,111190-01_10597905_0101,1
10597905,111190-01_10597905_0105,1
10597905,111190-03_10597905_0300,1
10598111,100470-06_10598111_0110,1
10598122,123520-15_10598122_0100,1
10598137,111610-01_10598137_0100,1
10598140,100470-08_10598140_0110,1
10598261,135130-24_10598261_0400,1
10598277,100660-01_10598277_0120,1
10598277,100660-01_10598277_0110,1
10598352,162140-01_10564653_0100,1
10599005,100610-70_10599005_0110,1
10599350,100600-01_10599350_0120,1
10599402,111180-09_10599402_0100,1
10599402,111180-12_10599402_0200,1
10599454,100610-10_10599454_0110,1
10599454,100610-10_10599454_0120,1
10599454,100610-10_10599454_0130,1
10599454,100610-10_10599454_0140,1
10599480,100610-10_10599480_0110,1
10599480,100610-10_10599480_0120,1
10599480,100610-10_10599480_0130,1
10599480,100610-10_10599480_0140,1
10599526,124210-01_10019770_1000,1
10599536,111400-03_10599536_4309,1
10599651,123020-84_10599651_0700,1
10599651,123020-73_10599651_0800,1
10602857,123590-04_10602857_0300,1
10602857,123590-06_10602857_0200,1
10602903,162080-01_10558874_0100,1
10603449,111230-06_10603449_0100,1
10603449,111230-06_10603449_0300,1
10603473,123580-02_10603473_0200,1
10603622,135100-21_10603622_0800,1
10603624,111120-07_10603624_0300,1
10603731,111230-06_10603731_0300,1
10603731,111230-06_10603731_0400,1
10603731,111260-01_10603731_0500,1
10603819,123020-24_10603819_0700,1
10603894,111120-07_10603894_0300,1
10604205,112020-01_10604205_0100,1
10604227,110980-01_10604227_0700,1
10604227,110980-01_10604227_0701,1
10604227,110980-01_10604227_0703,1
10604227,110980-01_10604227_0706,1
10604227,110980-02_10604227_0200,1
10604281,134130-35_10604281_1500,1
10604391,111190-02_10604391_0200,1
10604399,111190-02_10604399_0200,1
10604400,111190-02_10604400_0200,1
10604591,111230-06_10604591_0300,1
10604591,111230-06_10604591_0400,1
10604706,134130-35_10604706_1500,1
10604774,111350-13_10604774_6310,1
10606470,151580-01_10209308_0010,1
10606470,151580-01_10209308_0100,1
10606472,111120-07_10606472_0300,1
10606482,124870-02_10606482_0300,1
10606510,111610-04_10606510_0100,1
10606568,123540-14_10606568_0100,1
10606657,135100-21_10606657_0200,1
10606743,100610-10_10606743_0110,1
10606743,100610-10_10606743_0120,1
10606743,100610-10_10606743_0130,1
10606743,100610-10_10606743_0140,1
10606744,124270-01_10606744_0400,1
10606772,111260-02_10606772_0600,1
10606773,111260-11_10606773_0300,1
10606773,111260-11_10606773_0400,1
10606773,111230-06_10606773_0500,1
10606773,111230-06_10606773_0600,1
10606813,100680-10_10606813_0110,1
10606814,100600-01_10606814_0110,1
10606847,111190-03_10606847_0300,1
10606955,123590-08_10606955_0100,1
10607264,123020-03_10607264_0700,1
10607294,135130-25_10607294_0400,1
10607486,124270-01_10607486_0200,1
10607569,135120-07_10607569_0100,1
10607694,135120-16_10607694_0100,1
10608382,134130-35_10608382_1500,1
10608407,111180-08_10608407_0100,1
10608519,135130-22_10608519_0400,1
10608539,111120-07_10608539_0300,1
10608729,134130-35_10608729_1500,1
10608732,112020-03_10608732_0100,1
10608733,112020-03_10608733_0100,1
10609091,100680-20_10609091_0110,1
10609377,134130-05_10609377_1300,1
10609379,134130-04_10609379_1100,1
10609381,134130-05_10609381_1400,1
10609383,134130-05_10609383_1300,1
10609384,134130-05_10609384_1700,1
10609384,134130-41_10609384_1400,1
10609448,134130-02_10609448_1100,1
10609452,134130-05_10609452_1300,1
10609460,134130-05_10609460_1700,1
10609463,134130-41_10609463_1400,1
10609463,134130-05_10609463_1700,1
10609564,134130-05_10609564_1300,1
10609566,134130-05_10609566_1300,1
10609567,134130-05_10609567_1300,1
10609568,134130-05_10609568_1400,1
10609858,111230-05_10609858_0200,1
10609863,151210-01_10609863_0100,1
10609864,151210-01_10609864_0100,1
10610449,135150-02_10610449_0200,1
10610466,134130-35_10610466_1500,1
10610528,123020-84_10610528_0700,1
10610654,123520-07_10610654_0100,1
10610654,123520-07_10610654_0101,1
10610736,111190-01_10610736_0202,1
10610736,111190-01_10610736_0201,1
10610736,111190-01_10610736_0200,1
10611014,111180-15_10611014_0100,1
10611145,124930-52_10611145_5200,1
10611145,124930-52_10611145_5201,1
10611145,124930-52_10611145_520B,1
10611550,100450-26_10611550_1261,1
10612120,100650-02_10612120_0100,1
10612211,140010-02_10553861_0100,1
10612213,140010-02_10553861_0100,1
10612561,124930-52_10612561_5200,1
10612561,124930-52_10612561_5201,1
10612561,124930-52_10612561_520B,1
10612562,124930-52_10612562_5200,1
10612684,134130-05_10612684_1300,1
10700091,135100-21_10700091_0200,1
10700091,135100-08_10700091_0100,1
10700094,123590-08_10700094_0100,1
10700096,123590-08_10700096_0100,1
10700274,134130-05_10700274_1300,1
10700485,134130-35_10700485_1500,1
10700537,124270-01_10700537_0200,1
10700539,123570-05_10083973_0300,1
10700608,134130-35_10700608_1500,1
10700726,123540-03_10700726_0200,1
10700776,100610-70_10700776_0110,1
10700941,111190-03_10700941_0300,1
10700941,111190-01_10700941_0102,1
10700941,111190-03_10700941_0301,1
10700941,111190-01_10700941_0100,1
10700941,111190-01_10700941_0101,1
10700959,134130-35_10700959_1500,1
10701220,111150-07_10701220_0100,1
10701283,123580-01_10701283_0100,1
10701302,123580-01_10701302_0100,1
10701385,100680-10_10701385_0110,1
10701494,100600-01_10701494_0110,1
10701495,100600-01_10701495_0110,1
10701693,134130-03_10701693_1400,1
10701694,134130-05_10701694_1700,1
10701695,124870-02_10701695_0100,1
10701710,111180-09_10701710_0200,1
10701796,110980-02_10701796_0200,1
10701796,110980-01_10701796_0702,1
10701796,110980-01_10701796_0704,1
10701796,110980-01_10701796_0700,1
10701796,110980-01_10701796_0701,1
10701797,110980-01_10701797_0700,1
10701797,110980-01_10701797_0701,1
10701797,110980-01_10701797_0702,1
10701797,110980-01_10701797_0704,1
10701797,110980-02_10701797_0200,1
10701832,151450-01_10701832_0100,1
10701859,111640-08_10701859_0800,1
10701912,100680-10_10701912_0110,1
10702082,123080-12_10702082_0100,1
10702082,123080-06_10702082_0200,1
10702089,123530-04_10702089_0200,1
10702111,111190-01_10702111_0101,1
10702111,111190-03_10702111_0300,1
10702111,111190-01_10702111_0100,1
10702111,111190-01_10702111_0102,1
10702664,135120-12_10702664_0100,1
10702798,123080-09_10702798_0100,1
10702986,100660-01_10702986_0110,1
10702986,100660-01_10702986_0120,1
10703004,111190-02_10703004_0200,1
10703199,123580-01_10703199_0100,1
10703297,135150-14_10703297_0100,1
10703305,151450-01_10703305_0100,1
10703380,124870-02_10703380_0100,1
10703764,124270-02_10703764_0100,1
10703850,111230-06_10703850_0400,1
10703850,111230-06_10703850_0300,1
10703866,123510-05_10703866_1200,1
10703871,134270-03_10703871_0100,1
10704006,124870-03_10704006_0100,1
10704066,124270-01_10704066_0100,1
10704198,123080-15_10704198_0400,1
10704258,100610-10_10704258_0110,1
10704395,111860-40_10076484_0071,1
10704395,111860-40_10860884_0070,1
10704395,111860-40_10860884_0081,1
10704395,111860-40_10869482_0071,1
10704501,100620-01_10704501_0110,1
10704502,124930-13_10704502_1300,1
10704522,111190-01_10704522_0100,1
10704522,111190-01_10704522_0101,1
10704522,111190-01_10704522_0102,1
10704538,100600-01_10704538_0110,1
10704620,123510-03_10704620_1000,1
10704791,135090-09_10704791_0100,1
10704952,134130-08_10704952_1300,1
10705035,111480-01_10705035_0100,1
10705052,111120-07_10705052_0300,1
10705173,111230-06_10705173_0200,1
10705173,111230-06_10705173_0300,1
10705585,110980-01_10705585_0700,1
10705585,110980-01_10705585_0701,1
10705585,110980-01_10705585_0702,1
10705585,110980-01_10705585_0703,1
10705585,110980-01_10705585_0704,1
10706125,111480-01_10706125_0100,1
10706176,100610-70_10706176_0110,1
10706231,100610-10_10706231_0140,1
10706231,100610-10_10706231_0130,1
10706231,100610-10_10706231_0110,1
10706231,100610-10_10706231_0120,1
10706750,151210-01_10609864_0100,1
10706751,151210-01_10609863_0100,1
10706753,151210-01_10609863_0100,1
10706761,111190-03_10706761_0300,1
10706902,124270-02_10706902_0100,1
10707104,111500-02_10707104_0100,1
10707410,123020-73_10707410_0700,1
10707437,111480-01_10707437_0100,1
10707462,123680-01_10707462_0100,1
10707526,100610-70_10707526_0220,1
10707537,123590-08_10707537_0200,1
10707853,135150-07_10707853_0100,1
10707854,135150-07_10707854_0300,1
10709136,111260-02_10709136_0300,1
10709136,111260-02_10709136_0600,1
10709148,111260-01_10709148_0100,1
10709148,111260-02_10709148_0300,1
10709255,111240-06_10709255_0100,1
10710137,124270-02_10710137_0100,1
10710167,123680-18_10710167_0100,1
10710167,123680-20_10710167_0100,1
10712321,111240-16_10712321_0200,1
10712493,134130-31_10712493_1500,1
10712519,123580-02_10712519_0200,1
10713117,100600-01_10713117_0110,1
10713175,111190-03_10713175_0300,1
10713175,111190-01_10713175_0100,1
10713175,111190-01_10713175_0101,1
10713256,123580-02_10713256_0200,1
10713425,111350-18_10713425_6408,1
10713425,111350-18_10713425_6817,1
10713425,111400-02_10713425_4230,1
10713748,111230-06_10713748_0100,1
10713748,111230-06_10713748_0200,1
10713766,123530-01_10713766_0100,1
10713766,123530-03_10713766_0300,1
10713816,134130-04_10713816_1300,1
10714021,123510-05_10714021_1200,1
10714067,135150-12_10714067_0300,1
10714069,135150-12_10714069_0300,1
10714352,134130-05_10714352_1300,1
10714353,134130-05_10714353_1300,1
10714440,124270-02_10714440_0100,1
10715100,123530-05_10715100_0800,1
10715100,123530-05_10715100_0801,1
10715100,123530-05_10715100_0802,1
10715101,110980-01_10715101_0700,1
10715495,134130-05_10715495_1400,1
10715496,134130-05_10715496_1300,1
10715545,123080-13_10015690_0400,1
10715562,100680-10_10715562_0110,1
10716337,100680-10_10716337_0110,1
10716549,100610-50_10716549_0140,1
10716549,100610-50_10716549_0130,1
10716549,100610-50_10716549_0110,1
10716549,100610-50_10716549_0120,1
10716569,134130-08_10716569_1300,1
10716755,134130-35_10716755_1500,1
10716912,111350-14_10716912_6410,1
10716912,111350-16_10716912_6610,1
10716912,111350-17_10716912_6710,1
